name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage (km/l),engine (cc),max_power (bhp),seats,brand_name,model_name
Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Magna
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First,19.44,999.0,75.0,5.0,Volkswagen,Ameo 1.0 MPI Trendline
Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second,19.1,1197.0,82.0,5.0,Hyundai,Xcent 1.2 Kappa S
Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second,13.0,1493.0,100.0,5.0,Honda,City 1.5 EXI
Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla Altis Diesel D4DG
Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First,18.5,796.0,53.0,5.0,Daewoo,Matiz SD
Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second,13.0,2982.0,168.5,7.0,Toyota,Fortuner 4x2 Manual
Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second,18.15,1198.0,82.0,6.0,Mahindra,KUV 100 mFALCON G80 K8
Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First,22.95,1248.0,74.0,5.0,Tata,Zest Quadrajet 1.3 75PS XM
Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City 1.5 S MT
Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First,17.3,993.0,60.0,5.0,Maruti,Zen LXI
Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R VXI BS IV with ABS
Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third,16.2,1599.0,103.2,5.0,Hyundai,Verna Transform SX VTVT
Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI
Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First,15.3,1341.0,83.0,5.0,Hyundai,Getz GLS
Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Sportz Plus BSIV
Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz 1.3 Alpha
Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XZ
Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC S
Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First,26.6,998.0,58.16,5.0,Maruti,Wagon R LXI CNG
Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI
Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First,18.5,1197.0,82.85,5.0,Hyundai,i20 Sportz 1.2
Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon R AMT VXI
Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First,21.21,1197.0,81.8,5.0,Maruti,Swift Dzire VXI 1.2
Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto 800 LXI
Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First,22.0,1197.0,81.8,5.0,Maruti,Swift Dzire AMT VXI BS IV
Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Optional
Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First,17.6,2179.0,147.94,7.0,Tata,Hexa XE
Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second,18.5,1197.0,82.85,5.0,Hyundai,i20 Magna
Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First,28.4,1248.0,74.02,5.0,Maruti,Swift Dzire VDI
Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First,14.53,1794.0,138.1,5.0,Toyota,Corolla Altis 1.8 VL AT
Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio S MT
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Alpha Automatic
Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First,14.1,2179.0,147.94,7.0,Tata,Safari Storme EX
Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXi
Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second,20.63,1198.0,67.0,5.0,Datsun,GO T BSIV
Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara Brezza VDi Option
Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First,20.14,1197.0,81.86,5.0,Hyundai,Xcent 1.2 VTVT SX
Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto 800 LXI
Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Sportz
Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First,16.95,1498.0,97.7,5.0,Nissan,Sunny XL
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First,17.0,1497.0,121.36,5.0,Ford,EcoSport 1.5 Petrol Titanium Plus BSIV
Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First,19.49,1198.0,67.04,5.0,Nissan,Micra Active XV S
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R LXI Optional
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First,12.83,2696.0,162.0,7.0,Mahindra,Ssangyong Rexton RX5
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second,17.21,1493.0,100.0,7.0,Mahindra,Quanto C8
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second,21.1,1248.0,73.9,5.0,Maruti,Ritz LDi
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi SX Plus Dual Tone
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W4
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First,15.37,1196.0,73.0,5.0,Maruti,Eeco 5 Seater AC BSIV
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro Xing GLS
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second,13.2,1495.0,94.0,5.0,Hyundai,Accent GLE
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First,12.99,2494.0,100.57,7.0,Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV
Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First,19.0,1199.0,88.76,5.0,Honda,Amaze S CVT Petrol BSIV
Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz 1.2
Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga SHVS ZDI Plus
Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second,14.2,1341.0,82.9,5.0,Hyundai,Getz 1.3 GVS
Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second,18.5,1197.0,80.0,5.0,Hyundai,i20 1.2 Magna
Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First,20.4,1197.0,83.11,5.0,Maruti,Swift LXI Optional-O
Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First,19.4,1405.0,70.0,5.0,Tata,Indica Vista TDI LS
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20 2015-2017 Asta 1.4 CRDi
Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First,26.8,1248.0,74.0,5.0,Maruti,Ignis 1.3 Alpha
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First,17.6,2179.0,153.86,7.0,Tata,Hexa XTA
Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First,17.3,1497.0,121.0,8.0,Mahindra,Marazzo M6 8Str
Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First,22.32,1582.0,126.3,5.0,Hyundai,Verna 1.6 CRDI
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire LDi
Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second,26.0,1498.0,98.6,5.0,Honda,City i DTEC V
Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire ZDi
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second,25.4,1186.0,73.97,5.0,Hyundai,Xcent 1.2 CRDi E
Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner 3.0 Diesel
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First,27.28,1047.0,69.0,5.0,Tata,Tiago 1.05 Revotorq XZ
Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second,17.97,1498.0,99.6,5.0,Nissan,Sunny XL AT Special Edition
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite i20 Magna Plus BSIV
Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First,20.85,1197.0,83.14,5.0,Maruti,Swift Dzire VXI
Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 GX 7 STR
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First,16.55,2498.0,105.0,6.0,Mahindra,Thar CRDe
Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire ZDi
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift 1.2 DLX (Only Delhi)
Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First,19.02,1198.0,67.05,5.0,Datsun,GO D Petrol
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above,22.54,1396.0,88.73,5.0,Hyundai,i20 Asta 1.4 CRDi
Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First,12.05,2179.0,120.0,9.0,Mahindra,Scorpio LX
Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First,14.07,2956.0,69.01,7.0,Tata,Sumo Gold EX BSIII
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First,27.28,1047.0,69.0,5.0,Tata,Tiago Wizz 1.05 Revotorq
Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest Revotron 1.2 XT
Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third,13.2,1495.0,94.0,5.0,Hyundai,Accent GLE
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio Exclusive Edition
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 AT Asta
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First,21.02,1248.0,88.76,5.0,Tata,Manza Club Class Quadrajet90 LX
Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LX
Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third,11.57,2179.0,138.1,7.0,Tata,New Safari DICOR 2.2 EX 4x2
Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second,13.6,2523.0,63.0,7.0,Mahindra,Bolero SLE
Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second,13.6,2523.0,63.0,7.0,Mahindra,Bolero DI DX 7 Seater
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First,17.9,2143.0,170.0,5.0,Mercedes-Benz,GL-Class 220d 4MATIC Sport
Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First,16.8,796.0,34.2,8.0,Maruti,Omni E MPI STD BS IV
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Sportz
Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10 Sportz AT
Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift VXI Deca
Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10 Sportz AT
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second,18.6,1197.0,85.8,5.0,Maruti,Swift VXI
Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero 2011-2019 ZLX
Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna 1.6 SX VTVT (O)
Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First,17.19,1197.0,81.86,5.0,Hyundai,i20 Active 1.2
Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First,21.01,1197.0,81.8,5.0,Maruti,Baleno Zeta
Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Asta
Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second,19.7,796.0,46.3,5.0,Maruti,Alto LXI
Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second,24.0,1120.0,70.0,5.0,Hyundai,Grand i10 CRDi Sportz
Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second,19.1,1197.0,85.8,5.0,Maruti,Swift Dzire VXI
Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third,18.6,1199.0,79.4,5.0,Chevrolet,Beat LS
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First,20.3,1199.0,84.0,5.0,Tata,Tigor 1.2 Revotron XZA
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First,16.1,796.0,37.0,4.0,Maruti,800 Std
Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First,25.6,1498.0,97.9,5.0,Honda,City i-DTEC VX
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First,25.6,1498.0,97.9,5.0,Honda,City i-DTEC VX
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third,16.02,1373.0,93.7,7.0,Maruti,Ertiga VXI
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second,19.01,1461.0,108.5,5.0,Nissan,Terrano XV Premium 110 PS
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First,17.4,1497.0,117.3,5.0,Honda,City i VTEC VX
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXL
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second,12.99,2494.0,100.6,8.0,Toyota,Innova 2.5 GX (Diesel) 8 Seater
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon R VXI BS IV
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First,21.38,1396.0,88.7,5.0,Hyundai,Creta 1.4 CRDi S Plus
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago 1.2 Revotron XZ
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand i10 1.2 CRDi Sportz
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno Zeta Automatic
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third,16.1,1298.0,88.2,5.0,Maruti,Swift ZXI ABS
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First,17.4,1197.0,85.8,5.0,Maruti,Swift Dzire VXi AT
Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift LXI Option
Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,Hyundai,i20 1.2 Asta
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above,17.3,993.0,60.0,5.0,Maruti,Zen LXI
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio LXI
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third,12.8,2494.0,102.0,8.0,Toyota,Innova 2.5 V Diesel 8-seater
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third,21.1,1248.0,73.9,5.0,Maruti,Ritz LDi
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above,17.3,993.0,60.0,5.0,Maruti,Zen LXI
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second,17.1,1591.0,121.3,5.0,Hyundai,Verna 1.6 SX VTVT (O)
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second,18.2,998.0,67.1,5.0,Maruti,Zen Estilo LXI BSIII
Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above,19.7,796.0,46.3,5.0,Maruti,Alto LX
Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above,19.3,1248.0,73.9,5.0,Maruti,Swift Dzire ZDi
Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second,19.0,998.0,66.1,5.0,Maruti,A-Star Vxi
Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third,20.77,1248.0,88.76,7.0,Maruti,Ertiga VDI
Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third,17.8,1248.0,75.0,5.0,Maruti,Swift Ldi BSIII
Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XV
Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI
Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second,20.0,1399.0,68.0,5.0,Ford,Figo Diesel Titanium
Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First,17.0,1197.0,110.0,5.0,Mahindra,XUV300 W8 Option BSIV
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First,17.01,1582.0,126.2,5.0,Hyundai,Creta 1.6 CRDi AT SX Plus
Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift VXI BSIV
Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First,20.63,1198.0,67.0,5.0,Datsun,GO T Option BSIV
Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand i10 Asta
Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner 2.8 2WD MT BSIV
Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First,20.71,799.0,53.26,5.0,Renault,KWID RXL
Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First,18.5,1198.0,86.8,5.0,Honda,Brio 1.2 VX MT
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo 1.2 MPI Comfortline Plus
Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First,16.95,1498.0,97.7,5.0,Nissan,Sunny XV Special Edition
Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second,23.59,1364.0,67.06,5.0,Toyota,Etios Liva GD SP
Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10 Sportz
Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster 85PS Diesel RxL
Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500 W8 2WD
Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above,12.8,2494.0,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater
Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second,15.64,1193.0,64.08,5.0,Tata,Indigo CS eGLX BS IV
Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First,14.5,1797.0,147.5,5.0,Hyundai,Elantra SX AT
Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New C-Class 220 CDI AT
Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First,25.4,624.0,37.5,4.0,Tata,Nano STD
Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First,23.08,1461.0,63.1,5.0,Nissan,Micra Diesel XL
Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon R LXI
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second,26.59,1248.0,74.0,5.0,Maruti,Swift Dzire VDI
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above,20.36,1197.0,78.9,5.0,Hyundai,i10 Magna
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID RXT
Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First,16.34,1798.0,189.3,5.0,Volkswagen,GTI 1.8 TSI
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First,14.1,2179.0,147.94,7.0,Tata,Safari Storme EX
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First,18.0,1969.0,190.0,5.0,Volvo,XC40 D4 Inscription BSIV
